MainText,Tokenized_Text
	Please CALL 08712402779 immediately as there is an urgent message waiting for you,"[22, 18, 228, 63, 82, 10, 98, 167, 106, 256, 12, 3]"
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk","[80, 35, 109, 1737, 3399, 8, 667, 41, 2655, 899, 3400]"
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar","[16, 86, 5066, 116, 42, 652, 5067, 368, 2, 5068]"
Good Morning plz call me sir,"[71, 223, 717, 18, 15, 452]"
Lol alright i was thinkin that too haha,"[243, 697, 5, 60, 1439, 26, 165, 353]"
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,"[1736, 250, 6, 85, 1738, 27, 1330, 45, 3401, 559, 2, 42, 86, 100, 42, 677, 257, 2, 1095, 5069, 2]"
Ok pa. Nothing problem:-),"[66, 519, 417, 415]"
"Alright omw, gotta change my order to a half8th","[697, 1562, 1096, 583, 16, 227, 2, 6, 3402]"
Sorry about that this is my mates phone and i didnt write it love Kate,"[102, 94, 26, 31, 10, 16, 1038, 111, 8, 5, 196, 1176, 14, 87, 1177]"
"Aight, see you in a bit","[504, 96, 3, 9, 6, 380]"
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,"[5, 52, 65, 11, 8, 11, 52, 65, 15, 84, 260, 2, 24, 8, 548, 204, 776, 289, 74, 985, 1563, 3403, 1564, 411, 23, 235]"
"Plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking  starts with 30000/-onwards or full down.instalments also.call 9213241451.","[3404, 563, 21, 5070, 1165, 907, 5071, 5072, 5073, 66, 206, 5074, 1244, 27, 1966, 23, 487, 5075, 5076]"
JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,"[5077, 46, 9, 6, 486, 17, 6, 5078, 4, 5079, 1440, 747, 278, 549, 5080, 2642, 11, 143, 2656, 1739, 533]"
"Actually , just do whatever, do find an excuse to be in tampa at some point before january though","[498, 40, 38, 837, 38, 204, 98, 1565, 2, 25, 9, 1441, 21, 120, 1037, 190, 1545, 623]"
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly call customer care on 08065635084 for help.","[93, 104, 67, 2, 2657, 624, 986, 7, 698, 191, 43, 50, 1331, 2, 711, 505, 18, 104, 178, 17, 12, 130]"
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,"[398, 137, 55, 89, 58, 17, 908, 28, 36, 198, 5081, 8, 3405, 103, 302, 54, 2658]"
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,"[164, 5, 62, 6, 89, 1967, 397, 22, 132, 15, 7, 2659, 8, 2660, 9, 486]"
Are you at work right now ?,"[20, 3, 21, 149, 168, 24]"
	You have 1 new voicemail. Please call 0871918154.,"[3, 19, 85, 1740, 22, 18]"
At 4. Let's go to bill millers,"[21, 548, 54, 2, 485, 5082]"
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","[97, 2257, 66, 33, 2661, 2662, 542, 30, 71, 63, 19, 1741, 101, 618, 13, 5083, 2, 38]"
K..u also dont msg or reply to his msg..,"[5084, 238, 52, 136, 23, 49, 2, 276, 136]"
If india win or level series means this is record:),"[34, 940, 205, 23, 5085, 1566, 680, 31, 10, 1097]"
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)","[1732, 10, 231, 710, 942, 10, 238, 710, 2258, 10, 165, 710, 1742, 10, 3406, 710, 33, 349, 710, 10, 231, 1039]"
Wot u up 2 u weirdo?,"[681, 11, 46, 11, 5086]"
	Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,"[81, 6, 85, 333, 111, 584, 95, 458, 266, 378, 437, 303, 748, 45, 80, 12, 797, 49, 23, 18, 12, 45, 218]"
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,"[1442, 381, 5087, 265, 231, 151, 3407, 265, 210, 1098, 381, 29, 30, 68, 749, 33, 1567, 1040, 29, 25, 2663, 5088, 1332]"
Hmmm.but you should give it on one day..,"[5089, 3, 170, 157, 14, 17, 89, 58]"
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,"[11, 19, 6, 601, 777, 1443, 115, 682, 11, 108, 37, 350, 18, 2, 473, 51, 49, 1443, 75, 206, 136, 2664, 1557, 178]"
Just do what ever is easier for you,"[40, 38, 61, 379, 10, 2259, 12, 3]"
And whenever you and i see we can still hook up too.,"[8, 1178, 3, 8, 5, 96, 28, 36, 107, 1743, 46, 165]"
U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"[11, 108, 795, 2, 146, 2, 4, 351, 550, 1041, 27, 400, 12, 45, 18, 4, 86, 146, 838, 45, 17]"
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,"[79, 10, 7, 839, 221, 3408, 2, 75, 1568, 560, 49, 75, 3409, 104, 373]"
I attended but nothing is there.,"[5, 5090, 33, 417, 10, 82]"
	We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"[28, 445, 2, 121, 3, 483, 7, 49, 2, 64, 295, 13, 266, 3410, 6, 85, 333, 111, 18, 24, 23, 49, 12, 45, 218, 180]"
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around","[137, 1179, 68, 5, 60, 602, 8, 89, 13, 4, 3411, 396, 620, 10, 107, 17, 16, 111, 34, 3, 81, 5, 36, 80, 166, 8, 96, 34, 495, 280]"
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try","[21, 4, 351, 5091, 107, 82, 34, 3, 36, 3412, 46, 120, 5092, 8, 81, 2, 157, 4, 85, 5093, 6, 304]"
Good morning pookie pie! Lol hope I didn't wake u up,"[71, 223, 5094, 2260, 243, 158, 5, 196, 644, 11, 46]"
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,"[564, 42, 315, 674, 13, 1333, 233, 721, 45, 534, 64, 474, 261, 100, 625, 2, 1744, 2261]"
Do you know where my lab goggles went,"[38, 3, 65, 172, 16, 1938, 5095, 305]"
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, PocketBabe.co.uk 0870241182716 ","[3413, 722, 294, 3414, 58, 909, 13, 3415, 909, 2, 52, 234, 51, 2665]"
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love","[5, 158, 7, 697, 247, 5, 603, 26, 3, 469, 19, 987, 6, 380, 3416, 56, 3, 5096, 4, 320, 60, 6, 5097, 5, 62, 79, 256, 56, 3, 77, 101, 16, 87]"
Is fujitsu s series lifebook good?,"[10, 3417, 364, 1566, 5098, 71]"
Does uncle timi help in clearing cars,"[459, 1099, 5099, 130, 9, 3418, 1968]"
"Greetings me, ! Consider yourself excused.","[2262, 15, 2666, 699, 5100]"
"Tunde, how are you doing. This is just wishing you a great day. Abiola.","[5101, 59, 20, 3, 186, 31, 10, 40, 1242, 3, 6, 142, 58, 1180]"
Hahaha..use your brain dear..that will work here�,"[2667, 7, 2668, 5102, 29, 149, 79]"
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,"[97, 988, 217, 40, 72, 101, 8, 5, 160, 6, 189, 306, 150, 8, 159, 37, 151, 12, 4, 1569, 96, 11, 180, 533]"
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","[167, 7, 86, 44, 60, 315, 457, 750, 118, 17, 31, 10, 64, 470, 304, 2, 121, 11, 18, 41, 475, 5103, 401]"
Ill be there on  &lt;#&gt;  ok.,"[76, 25, 82, 17, 78, 66]"
Then she buying today? Ü no need to c meh...,"[55, 129, 1181, 92, 44, 88, 2, 209, 1334]"
Babe ? I lost you ... Will you try rebooting ?,"[247, 5, 910, 3, 29, 3, 304, 5104]"
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"[11, 19, 6, 601, 777, 115, 10, 389, 138, 121, 27, 911, 51, 115, 134, 912, 115, 682, 42, 37, 913, 17]"
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,"[32, 66, 596, 14, 239, 5, 68, 304, 85, 328, 33, 5, 1969, 11, 316, 68, 1031, 239, 11, 197, 30, 165, 2669]"
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,"[5, 347, 11, 316, 693, 2670, 9, 208, 3419, 192, 112, 239, 5, 329, 2671, 122, 1082, 10, 99, 132, 1570]"
Hey... Very inconvenient for your sis a not huh?,"[137, 231, 5105, 12, 7, 870, 6, 30, 778]"
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,"[582, 79, 321, 2, 357, 12, 85, 278, 5, 62, 389, 1571, 2, 875, 363, 3]"
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,"[2672, 239, 15, 122, 16, 870, 72, 44, 418, 92, 16, 565, 305, 51, 37, 535, 1970, 428, 9, 714, 23, 185]"
	FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,"[45, 534, 336, 64, 474, 943, 40, 84, 4, 490, 566, 2, 24, 604, 2673, 1557, 178]"
Will you be here for food,"[29, 3, 25, 79, 12, 665]"
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!!","[3420, 3421, 34, 89, 36, 38, 14, 11, 165, 36, 38, 14, 34, 1572, 36, 38, 3422, 476, 38, 14, 1971, 1972, 34, 89, 36, 38, 14, 207, 166, 38, 14, 34, 1572, 36, 38, 3423, 14]"
"Yes, princess. Toledo.","[164, 520, 5106]"
K..give back my thanks.,"[5107, 101, 16, 159]"
Okay same with me. Well thanks for the clarification,"[626, 358, 27, 15, 119, 159, 12, 4, 5108]"
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)","[5109, 31, 7, 111, 107, 48, 2674, 41, 944, 8, 5110, 20, 3, 46, 2, 24]"
"Not sure yet, still trying to get a hold of him","[30, 232, 332, 107, 321, 2, 35, 6, 245, 13, 166]"
I'm okay. Chasing the dream. What's good. What are you doing next.,"[32, 626, 2675, 4, 1318, 467, 71, 61, 20, 3, 186, 230]"
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,"[56, 135, 5, 275, 5111, 5, 275, 14, 74, 21, 83, 535, 59, 808, 14, 9, 490, 1182]"
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p","[831, 840, 645, 57, 5112, 945, 11, 1573, 27, 840, 2676, 2, 1095, 840, 2677, 3424, 5113, 5114, 5115, 5116, 5117, 5118, 219]"
Lol I would but despite these cramps I like being a girl.,"[243, 5, 194, 33, 3425, 410, 2678, 5, 68, 349, 6, 499]"
R we still meeting 4 dinner tonight?,"[108, 28, 107, 363, 447, 262]"
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,"[22, 18, 228, 63, 82, 10, 98, 167, 106, 256, 12, 3]"
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ","[135, 91, 188, 59, 914, 5, 62, 70, 95, 331, 23, 229, 88, 6, 2679, 212, 1569, 63, 1973, 4, 29, 282, 38, 3, 133, 5, 194, 25, 4, 258, 377, 979, 41, 122, 330, 1574]"
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,"[93, 2263, 1444, 50, 653, 2, 1974, 31, 10, 64, 470, 314, 2, 121, 11, 100, 260, 2, 2680, 1564, 989]"
Have you not finished work yet or something?,"[19, 3, 30, 809, 149, 332, 23, 259]"
"I'm in a meeting, call me later at 4","[32, 9, 6, 363, 18, 15, 153, 21]"
"	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","[159, 12, 7, 506, 227, 1042, 110, 322, 7, 86, 29, 25, 725, 170, 7, 337, 30, 1245, 22, 18, 104, 373]"
Oh my God. I'm almost home,"[155, 16, 521, 32, 1043, 83]"
My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com,"[16, 257, 10, 5119, 5, 19, 5120, 2681, 2, 1445, 2, 3, 12, 1183, 149, 2, 130, 4, 1246, 1040, 9, 42, 268, 940, 121, 5121]"
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,"[28, 445, 2, 121, 3, 483, 7, 49, 2, 64, 295, 13, 6, 333, 111, 584, 95, 458, 266, 378, 437, 303, 748, 683, 49, 23, 18]"
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ","[516, 74, 5122, 72, 350, 437, 2635, 141, 428, 477, 1044, 5123, 691, 946, 277, 460, 5, 357, 2264, 185, 418, 107, 946, 428, 185]"
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ","[66, 26, 194, 195, 947, 34, 11, 108, 232, 133, 94, 681, 11, 81, 2, 38, 3426, 5124, 1575, 1434, 9, 51, 94, 46, 2, 11, 681, 94]"
Then ur physics get a-?,"[55, 42, 5125, 35, 6]"
This single single answers are we fighting? Plus i said am broke and you didnt reply,"[31, 1315, 1315, 1975, 20, 28, 1976, 597, 5, 197, 62, 1977, 8, 3, 196, 49]"
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,"[243, 164, 64, 751, 10, 1978, 17, 6, 3427, 770, 11, 274, 253, 367]"
U too...,"[11, 165]"
Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,"[7, 47, 43, 50, 3428, 1446, 70, 841, 7, 3429, 1447, 47, 1335, 10, 296, 7, 830, 273, 10, 3430]"
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,"[102, 3, 371, 484, 1319, 3, 627, 14, 89, 60, 1247, 6, 5126, 162, 189, 389, 12, 5127, 1979, 897, 4, 289, 60, 89, 5128, 36, 74, 38, 37, 151, 17, 400, 27, 26, 259, 68, 26, 1313, 5129, 17, 4, 443]"
No current and food here. I am alone also,"[44, 585, 8, 665, 79, 5, 62, 805, 238]"
Hmm thinking lor...,"[1184, 743, 112]"
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,"[158, 42, 779, 551, 654, 151, 62, 5130, 16, 169, 948, 6, 5131, 13, 5132, 1235, 9, 27, 6, 5133, 262, 77, 1336, 34, 3, 68]"
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,"[167, 7, 86, 110, 43, 50, 315, 27, 6, 118, 222, 18, 41, 648, 303, 90, 402, 341, 74]"
I think chennai well settled?,"[5, 133, 1100, 119, 2265]"
Hi happy birthday. Hi hi hi hi hi hi hi,"[97, 147, 436, 97, 97, 97, 97, 97, 97, 97]"
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,"[71, 223, 21, 4, 3431, 5134, 74, 1083, 32, 46, 21, 31, 429]"
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,"[11, 188, 567, 13, 949, 417, 774, 433, 30, 188, 330, 1745, 472, 6, 380, 74, 112, 5, 347, 208, 543, 5135, 30, 37, 306, 567]"
"That's very rude, you on campus?","[174, 231, 2682, 3, 17, 1746]"
Did u see what I posted on your Facebook?,"[135, 11, 96, 61, 5, 1576, 17, 7, 1337]"
He is world famamus....,"[91, 10, 522, 5136]"
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,"[38, 3, 81, 6, 85, 333, 1045, 95, 73, 95, 458, 266, 752, 80, 683, 49, 23, 18, 24, 12, 990, 552, 62]"
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,"[390, 1237, 620, 716, 20, 279, 2, 127, 6, 354, 34, 3, 3432, 6, 643, 22, 18, 869, 90, 221, 799, 544, 668]"
Aight ill get on fb in a couple minutes,"[504, 76, 35, 17, 1577, 9, 6, 915, 448]"
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.","[48, 30, 26, 3, 138, 15, 1980, 48, 40, 26, 56, 57, 64, 367, 1448, 17, 545, 13, 478, 628, 14, 3433, 15, 235, 4, 3434, 3, 52, 5137, 59, 2266, 5, 1980, 235, 16, 102, 102, 212]"
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,"[461, 63, 6, 454, 458, 104, 3, 19, 50, 279, 2, 3435, 118, 491, 2, 90, 18, 90, 221, 3436]"
If u sending her home first it's ok lor. I'm not ready yet.,"[34, 11, 991, 117, 83, 258, 48, 66, 112, 32, 30, 355, 332]"
Aiyah e rain like quite big leh. If drizzling i can at least run home.,"[1747, 208, 1324, 68, 482, 421, 567, 34, 5138, 5, 36, 21, 1035, 695, 83]"
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,"[246, 386, 3, 8, 59, 135, 842, 54, 5, 60, 40, 1748, 2, 96, 34, 1248, 876, 2, 38, 229, 872, 30, 26, 32, 321, 2, 834, 1338, 23, 229]"
"Yeah, probably earlier than that","[214, 492, 1032, 343, 26]"
If you r at home then I am coming within 20 mins,"[34, 3, 108, 21, 83, 55, 5, 62, 338, 201, 266]"
Printer is cool. I mean groovy. Wine is groovying,"[5139, 10, 399, 5, 742, 5140, 1185, 10, 5141]"
Don't necessarily expect it to be done before you get back though because I'm just now headin out,"[52, 3437, 2267, 14, 2, 25, 298, 190, 3, 35, 101, 623, 326, 32, 40, 24, 3438, 51]"
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.","[102, 391, 111, 3439, 66, 469, 25, 5142, 33, 194, 25, 57, 16, 1940, 27, 89, 2683, 3348, 48, 6, 568]"
Some are lasting as much as 2 hours. You might get lucky.,"[120, 20, 5143, 63, 151, 63, 200, 3, 469, 35, 605]"
Package all your programs well,"[128, 57, 7, 2268, 119]"
He didn't see his shadow. We get an early spring yay,"[91, 196, 96, 276, 5144, 28, 35, 98, 507, 3440, 1731]"
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.2,00,000 prize GUARANTEED. Call 6299257179. Claim Code FLIP02. Valid 12hrs only. ","[167, 93, 992, 104, 28, 20, 321, 2, 121, 3, 156, 843, 261, 374, 26, 3, 877, 6, 296, 118, 222, 18, 90, 221, 1981, 402, 341, 74]"
"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM","[22, 18, 64, 104, 113, 844, 17, 449, 810, 63, 3, 19, 877, 6, 222, 181, 118, 13, 296, 992, 213]"
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,"[35, 7, 3441, 355, 12, 974, 27, 6, 45, 1982, 13, 974, 3442, 8, 3443, 655, 74, 27, 4, 5145, 31, 842, 2, 75, 54, 3444]"
"Sure, whenever you show ","[232, 1178, 3, 497]"
Oh god. I'm gonna Google nearby cliffs now.,"[155, 521, 32, 285, 1983, 2269, 5146, 24]"
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,"[247, 3, 197, 200, 8, 48, 50, 1043, 10, 7, 993, 308]"
....photoshop makes my computer shut down.,"[5147, 700, 16, 868, 2633, 308]"
Hey you told your name to gautham ah?,"[137, 3, 329, 7, 257, 2, 2684, 547]"
New car and house for my parents.:)i have only new job in hand:),"[85, 387, 8, 352, 12, 16, 5148, 19, 74, 85, 320, 9, 916]"
K actually can you guys meet me at the sunoco on howard? It should be right on the way,"[177, 498, 36, 3, 396, 139, 15, 21, 4, 5149, 17, 3445, 14, 170, 25, 168, 17, 4, 169]"
Hey what are you doing. Y no reply pa..,"[137, 61, 20, 3, 186, 171, 44, 49, 519]"
